id,Macroeconomic Forecasting and Cyclical Outlook,Monetary Policy Analysis and Transmission,Labor Market and Demographic Analysis,Human Capital and Education Economics,Public Finance and Budgetary Policy,Industrial Organization and Regional Structure,Systemic Risk and Macroprudential Frameworks,Banking Sector and Intermediary Analysis,Financial Market Dynamics and Asset Pricing,Global Macroeconomics and Spillovers,International Trade and Global Value Chains,International Cooperation and Financial Fora,Micro-level Socio-Economic Surveys,Institutional Sector Accounts and Balance of Payments,Statistical Data Collection and Ingestion,Central Credit Register Operations,None of the above,best_label,word_count,title
520,3.868114368790639e-06,7.836502388615706e-19,4.619973756703482e-06,1.1270685910306553e-06,3.5471061219581962e-06,0.9999368251336723,7.9796519991015615e-19,1.0155016431804157e-17,1.705582614470645e-06,6.423645683742712e-15,7.762608125268145e-14,9.986698249511138e-14,1.8553786071747265e-12,5.312656179761428e-23,1.3349202771646583e-22,1.1432965862396833e-21,4.830701883555767e-05,Industrial Organization and Regional Structure,1079,Innovation and innovation financing in Europe
522,1.7160627625571194e-10,1.0802804566461542e-19,2.6810719485859185e-07,1.339474444384605e-07,1.2507740504903724e-07,4.07062921200668e-31,0.9996892362994422,1.2565724232513648e-06,1.5367274799697764e-13,5.9298986287766245e-08,2.633201619634252e-16,2.7304361530144406e-20,3.3940485111587415e-06,4.974781489986049e-25,1.1288409742617299e-27,3.055711177782971e-21,0.00030552647683273186,Systemic Risk and Macroprudential Frameworks,335,Threat-led penetration testing: from TIBER-IT to the DORA rules
523,3.4645729657822324e-10,2.078159496071971e-21,2.0724114310064351e-07,8.074719538457834e-08,5.216426949854329e-08,7.65979974492589e-32,0.9999401009710435,3.785529265308853e-07,4.653125024902488e-16,2.0820678501108442e-08,4.031443768023531e-17,5.29050044897551e-22,7.21046649399114e-07,2.2037389737911645e-26,8.746554195499515e-26,1.272199561287364e-22,5.843810963639176e-05,Systemic Risk and Macroprudential Frameworks,463,Threat-led penetration testing: from TIBER-IT to the DORA rules
524,9.577982433621675e-12,2.805940099342191e-07,9.507329108545362e-06,1.4563114698035423e-07,1.3843733712470757e-21,4.7638776857952443e-07,1.6384667479397903e-05,0.999973205378854,8.547350284313802e-13,1.0510949540558253e-19,2.1986560058687386e-20,3.126020461936122e-25,4.667715147421038e-13,3.813247875432153e-25,1.0224141280530882e-22,1.3539630990531689e-22,7.33241186945917e-13,Banking Sector and Intermediary Analysis,509,Threat-led penetration testing: from TIBER-IT to the DORA rules
525,4.037083379660906e-10,6.790516920087602e-20,7.904174478153528e-07,1.315392453071682e-07,9.30619833124492e-08,5.638817034127959e-31,0.9998843716793182,4.235365065354008e-07,3.4364921892007134e-14,7.712380778522534e-14,1.1443165961187723e-25,8.291973373458554e-24,2.319375679743705e-06,1.6013561397834589e-25,1.188366651842299e-24,7.90599068013133e-21,0.00011186998599922783,Systemic Risk and Macroprudential Frameworks,221,Threat-led penetration testing: from TIBER-IT to the DORA rules
528,5.46322137402092e-15,1.405139371528718e-19,3.8514509007521415e-07,1.946712476534667e-07,8.791026223553589e-08,1.7766508264136057e-29,0.9998644000700098,4.695916533452034e-13,5.006857742206446e-20,4.324679145182262e-08,1.5766991519554695e-20,2.1186187565397379e-19,1.5219196201994506e-06,5.250739674835045e-24,9.105852149159807e-24,7.522603131011545e-08,0.00013329181047239737,Systemic Risk and Macroprudential Frameworks,208,Journey to the future of the financial system
529,1.8292347439524153e-10,1.4267887165277587e-19,2.8556702614378952e-05,1.9765061396912134e-07,1.4671474228556994e-24,7.305619721452892e-06,1.4903287451287351e-05,0.9999166134013294,1.3843132885550578e-12,8.289850787353578e-20,1.0393006123700727e-14,2.0611138744638437e-19,2.0544761242379622e-06,6.817321883611094e-25,2.568035678644364e-17,9.799685787349936e-08,3.027068096910717e-05,Banking Sector and Intermediary Analysis,994,Journey to the future of the financial system
530,6.589174028324238e-13,5.773631020354887e-20,5.523997894154155e-07,1.8571809335027e-07,1.1331668916554235e-07,4.436059513975352e-26,0.9999973364091659,8.004622772795715e-14,1.9014756146782344e-21,9.781696376315627e-14,3.3797984380395395e-22,6.273785355774644e-24,1.7709298669246637e-06,1.6826317203388347e-24,3.1766013632322377e-24,4.117830095895293e-08,4.72576807619115e-11,Systemic Risk and Macroprudential Frameworks,972,Journey to the future of the financial system
531,3.190740181523527e-16,4.2132924119108277e-07,5.454517250052847e-07,3.1048867898449823e-07,2.686051847799345e-07,7.44283750208335e-31,0.9997215018152149,3.2966293455728636e-06,1.081801661829604e-13,1.2446430112675082e-13,8.266910274985856e-16,6.878409747657233e-14,2.4648702079404814e-06,3.076449287969176e-25,1.3731366809512882e-24,6.294065413608476e-21,0.00027119081009895204,Systemic Risk and Macroprudential Frameworks,649,Journey to the future of the financial system
532,1.0298462317282932e-16,1.4649203737261114e-19,1.7880367897344877e-06,4.4818461651215164e-07,4.832651212373475e-07,1.544306276426873e-30,0.9999923428091283,1.2703111235550741e-12,9.906816658267951e-13,1.1354080587904722e-13,5.792123431404809e-15,1.5091887002376023e-13,4.937636102113413e-06,6.010819148861448e-27,7.305924708626382e-24,5.8220893342041255e-21,6.571082042854304e-11,Systemic Risk and Macroprudential Frameworks,241,Journey to the future of the financial system
534,1.676642908440931e-05,3.5307655529261535e-05,2.0711698091586178e-07,1.195457165340714e-07,6.207710551198901e-25,1.7065338418670142e-28,2.668994791089046e-07,7.632411349222135e-18,3.893416725947263e-14,1.284341556900922e-19,1.819665568616536e-21,9.964535322967813e-21,5.931992450288081e-07,1.31434455390051e-25,1.5221518421562333e-23,3.387156603641832e-21,0.9999467391539257,None of the above,329,From the winter Olympics to the digital euro. A dialogue between academia and central banks
535,3.408150831115559e-06,0.9998665397940791,2.5959310195797784e-06,5.221379570758094e-08,2.3704860044133341e-07,1.3796016511001678e-06,1.661649335657096e-12,1.524994708778421e-07,1.6228308554733563e-05,1.4245763954078473e-19,1.5304556966748664e-08,2.945478326146127e-07,1.5922361329989879e-06,1.0703959491169197e-07,1.1453467955172329e-17,2.1643257096708326e-08,0.00010737567896126192,Monetary Policy Analysis and Transmission,586,From the winter Olympics to the digital euro. A dialogue between academia and central banks
536,1.0082366795868846e-05,0.9999731755277138,7.570716251531089e-06,1.328027978893274e-07,1.2491480971605887e-12,4.450974007294345e-25,1.222682157790809e-13,1.896782021912318e-13,3.001095887975176e-12,3.30811006458228e-14,3.086779930775102e-14,2.4369575208682813e-13,9.012491996875836e-06,4.981443232421899e-13,1.4300377611716938e-22,2.606309543812463e-08,2.5980245009943767e-11,Monetary Policy Analysis and Transmission,246,From the winter Olympics to the digital euro. A dialogue between academia and central banks
537,3.1895271256356438e-06,0.9999853922907137,1.1256401401732037e-05,1.3847114953447748e-07,7.043909096788263e-13,2.319432147900336e-13,7.461993785933288e-13,6.380558383908547e-13,2.4985983096171585e-12,6.21028215727848e-14,2.3292669832336157e-08,3.4439060010929705e-13,3.668398108885123e-12,1.6378534312776536e-13,8.093838600250414e-23,1.860502729104001e-13,7.695383502818394e-12,Monetary Policy Analysis and Transmission,906,From the winter Olympics to the digital euro. A dialogue between academia and central banks
538,4.305823861802005e-06,0.9998697436668885,7.589870059919516e-06,1.0695455241898379e-07,4.2209281053409654e-07,1.6748577798117143e-06,3.145846491300738e-18,6.216416797414782e-07,2.9724885016576692e-05,1.519583950171128e-19,8.222490258024807e-08,2.9954037970120473e-07,3.350842824977508e-06,2.988583259711071e-07,8.067146711082942e-17,3.317528575382416e-15,8.177874091430989e-05,Monetary Policy Analysis and Transmission,429,From the winter Olympics to the digital euro. A dialogue between academia and central banks
541,3.6533843886065185e-10,1.1703730233898357e-19,4.9010582284310436e-05,0.9992457487105529,9.70448343343878e-07,4.2741319842564564e-07,1.7152468535948896e-13,9.37855493033862e-12,6.636660201296634e-14,8.172158074055558e-08,3.9599172016870003e-25,3.450482108911151e-24,3.818805236740276e-12,5.293857698533318e-27,1.4093616738401493e-17,3.60086438953627e-18,0.0007037607452666117,Human Capital and Education Economics,251,"From the Polis to Digital Markets: History, Uncertainty, and Educational Responsibility"
542,6.364845125788761e-10,4.0348727426847815e-19,3.369138647312465e-05,0.999715493587717,1.31400003692098e-06,5.760204898938222e-07,2.2065259951254852e-07,3.636179165951598e-11,2.826663883451681e-13,1.592224500522733e-07,4.086829154735805e-08,6.652582957068138e-07,1.0633401354155804e-11,2.023383255306246e-24,7.952180577537443e-18,1.218582693846469e-17,0.00024783831988402455,Human Capital and Education Economics,1161,"From the Polis to Digital Markets: History, Uncertainty, and Educational Responsibility"
543,3.042890393855703e-07,1.4158759076838524e-12,4.512241314620133e-06,0.00023165257929441978,6.454393343000738e-17,4.52435193507189e-06,3.184463405861276e-05,0.04878485439960982,1.2837516270418559e-05,2.265946111080692e-20,1.5598267097848294e-20,2.840936221278403e-19,9.423959559321157e-06,4.788789522579301e-19,5.802870390302527e-23,4.2431296429826264e-18,0.9509200460275025,None of the above,705,"From the Polis to Digital Markets: History, Uncertainty, and Educational Responsibility"
544,1.4326014096455464e-15,2.027407639370549e-19,0.00011009146248351713,0.9995877797881305,6.291282044327783e-06,9.016256538947467e-07,2.2870407508989732e-07,3.0471299371055276e-11,4.073628486493117e-13,1.3619037095073847e-07,6.94682872958995e-21,2.3491612100254306e-25,2.0806509155690813e-12,3.3767014466090436e-19,1.1993882022938093e-22,4.32290697615424e-17,0.0002945709142812759,Human Capital and Education Economics,461,"From the Polis to Digital Markets: History, Uncertainty, and Educational Responsibility"
546,6.140122875558568e-06,0.9999144320959564,3.630440210272318e-05,3.0560159258981407e-07,5.59965582730993e-07,5.782822743576937e-18,2.2060843395444984e-12,1.6741278525273837e-06,1.7148911099823132e-05,3.5683786928627633e-13,6.590627198721041e-08,6.896707529777465e-07,6.306182163118869e-06,4.5299094468290895e-07,4.7275806762408124e-17,3.0129883756935876e-07,1.5618721404348366e-05,Monetary Policy Analysis and Transmission,2093,Digital Money and the Architecture of Trust
547,5.112389567941943e-06,0.9999892088287035,2.5164903881538926e-06,8.774709500974215e-08,1.8451498976118176e-07,2.536475529586009e-22,3.3731783110890445e-13,8.764283368518804e-07,1.880120551737785e-12,1.2164757438964474e-19,2.8917046399481364e-24,1.49003232514581e-23,1.757007803705657e-06,2.1645553375006752e-07,5.595655809408785e-23,4.013313944806617e-08,2.224805329722682e-12,Monetary Policy Analysis and Transmission,365,Digital Money and the Architecture of Trust
548,1.5066687076819973e-06,0.9998237878200956,6.701377948918001e-06,7.512160256501972e-08,2.79658081781231e-07,8.546572679083008e-08,8.385004971347946e-07,4.0961724692460915e-07,7.839965217244501e-05,6.851022475931643e-08,2.956047427806658e-09,4.335616938096109e-07,1.7382384954927226e-06,3.814424042946588e-08,1.544874952244063e-17,9.926206682534243e-16,8.563470721736704e-05,Monetary Policy Analysis and Transmission,555,Digital Money and the Architecture of Trust
549,1.627134063013786e-06,0.9999139861895366,1.5614218880264133e-05,1.287771141573602e-07,3.274182865706835e-07,5.073143951791444e-18,1.1215133726470079e-12,3.7049985445593045e-07,2.5848267978391912e-05,3.649412160475995e-08,4.260540547353876e-19,1.8436205748389274e-21,4.004809806007845e-06,1.5179170896341296e-07,5.667554633420128e-27,1.486437727296628e-07,3.775575375566893e-05,Monetary Policy Analysis and Transmission,390,Digital Money and the Architecture of Trust
551,6.276538107401818e-07,5.331686449052664e-07,6.135195275455984e-06,1.3065216013622002e-06,2.1419912096355584e-07,2.6483016552643085e-06,7.238773621400998e-12,5.477924990828133e-07,0.9999403084043422,3.381910995430824e-07,3.385753711062011e-07,1.973293030166204e-06,3.5319991173787947e-06,7.615135314573035e-21,5.85525932877023e-22,1.7431297398992312e-17,4.1496697193031596e-05,Financial Market Dynamics and Asset Pricing,191,From Analysis to Action: AI in Financial Markets
552,6.60371675073497e-10,2.3562470539223156e-18,2.2264134889780173e-07,1.4444877841640964e-06,3.154898286575916e-07,2.1895823961783884e-06,0.9984348546532333,9.377755665594802e-06,4.6178312100085e-05,1.2964915662203354e-18,2.285661217845181e-21,7.774828058876686e-26,3.5878884088258e-06,1.2191661875351506e-19,1.444537370588431e-18,3.236049644961491e-16,0.0015018285288622224,Systemic Risk and Macroprudential Frameworks,779,From Analysis to Action: AI in Financial Markets
553,5.171134415000717e-09,1.0720488715392549e-13,8.713443023501187e-07,3.4232155460135706e-07,1.8841080750122512e-07,1.7520316604528565e-25,0.9998078662801545,4.099512444318965e-06,2.648130535174072e-07,6.152113478700057e-08,4.360091238649865e-18,1.5124852357795213e-23,1.7983750428416252e-06,2.7722509486324734e-20,1.143577005393942e-18,1.225972592074469e-15,0.0001845022502624632,Systemic Risk and Macroprudential Frameworks,320,From Analysis to Action: AI in Financial Markets
555,2.8251241128483827e-14,6.673038174483664e-07,2.186365388295002e-05,3.955707439198843e-07,2.076627676244274e-07,9.84324567181884e-21,6.590884994623323e-12,0.9999729278834892,5.229059708486966e-12,4.016942206781489e-17,8.976759717664155e-23,1.3890718654440739e-24,2.256726783802051e-06,9.960735962066899e-24,1.6637937723016558e-19,6.510280096192088e-19,1.6811866667579075e-06,Banking Sector and Intermediary Analysis,600,"The Italian Financial System: Stability, Innovation, and the Road Ahead"
556,3.8054271588408446e-17,1.96123634211183e-07,6.076252092378845e-06,2.1665615039033342e-07,1.5402360653064132e-07,8.382651945757298e-06,5.417427392481151e-13,0.9999843193633078,2.7176976462047207e-12,1.6443822854576117e-19,1.4824403774856055e-14,3.0694146937715295e-19,6.549259884690665e-07,1.1285628113521161e-24,1.452363883681763e-22,2.953124021665962e-20,6.716662350597986e-19,Banking Sector and Intermediary Analysis,345,"The Italian Financial System: Stability, Innovation, and the Road Ahead"
557,0.9999947120811276,1.1571644885056086e-06,8.581400499997115e-07,1.8636139422000562e-07,1.1791587292767375e-12,6.5707456919692675e-28,9.976541842897008e-13,5.307254897876879e-26,1.2729427546924911e-26,3.9553156408471743e-13,3.143256433395914e-13,8.62736419056567e-08,2.9998107608091127e-06,2.165994530295328e-23,2.997713858646774e-17,2.988157377051001e-17,1.6565036246063965e-10,Macroeconomic Forecasting and Cyclical Outlook,337,"The Italian Financial System: Stability, Innovation, and the Road Ahead"
558,7.592338147879828e-06,6.522450459439337e-05,3.4881709689048294e-06,2.548543740849889e-07,1.8778476599677882e-07,1.5745131727112053e-05,7.271469406255982e-06,5.951998798519395e-06,0.999755112396717,2.601604103670567e-07,4.4347680372488904e-07,5.431464366894708e-06,6.341674434906977e-06,2.3564437095604755e-07,6.874993036761925e-17,2.4112272431872955e-15,0.00012645893011065508,Financial Market Dynamics and Asset Pricing,365,"The Italian Financial System: Stability, Innovation, and the Road Ahead"
559,1.5930809484569574e-16,1.0182722567446244e-19,3.4899682785408407e-07,2.530725952546117e-07,8.041743268226917e-07,4.926815282553814e-31,0.9998696443572826,4.028643345101548e-05,1.8456995901702235e-06,2.465010022255262e-14,1.2017968928643544e-26,2.7235647589988956e-25,1.3515925042646665e-06,7.324748890713935e-28,3.8955258160234384e-19,2.291506616757393e-18,8.546567339707189e-05,Systemic Risk and Macroprudential Frameworks,127,"The Italian Financial System: Stability, Innovation, and the Road Ahead"
561,5.636507847228303e-07,4.858460984250944e-13,1.5215960012108368e-06,2.645661646536145e-07,8.598182718818211e-08,1.7989128229070054e-06,1.4929218392938897e-12,3.8444135680785053e-13,0.9999609880669433,8.057901124455592e-14,1.077809138978519e-13,3.4155658836290615e-13,1.068272774288184e-06,8.072517165400845e-08,4.251659529096507e-22,4.971798134981516e-22,3.3628224617081917e-05,Financial Market Dynamics and Asset Pricing,328,DLT and Stablecoins: Where Do We Stand?
562,8.303921329570525e-07,5.402489817409395e-07,4.936330448296432e-06,4.3677129820270526e-07,1.6825917982204146e-07,0.00014628535441955104,1.4084358191116243e-06,1.2962204664890422e-06,0.9997874065085366,3.414876414379639e-07,3.901086691602257e-07,9.121265709564609e-07,6.083144577762525e-06,1.0259168721330717e-07,2.5022526998309312e-17,1.3190570922998923e-18,4.886201957047458e-05,Financial Market Dynamics and Asset Pricing,705,DLT and Stablecoins: Where Do We Stand?
563,1.5557877476503114e-10,3.32770025407291e-07,7.229911671490511e-07,2.26714369357293e-07,8.458440937697756e-08,2.698249128337652e-24,0.9998966016188298,1.435440738169112e-06,2.3811694375792047e-06,1.9862904473124386e-07,4.291345324171181e-19,1.4507870255908425e-24,2.108655348313056e-06,9.30953037518066e-28,8.238216009028743e-24,8.152859862368052e-08,9.58257424527468e-05,Systemic Risk and Macroprudential Frameworks,1431,DLT and Stablecoins: Where Do We Stand?
